row_id,timing_row_id,original_full_test_row_id,source_row_index,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
832,832,21145,141931,819968,256,231424512,0,256,6144,0,0,0,0,0,0,0,256,27484,0,8
833,833,27968,187113,26368,0,26118400,3075,0,1792,256,0,0,256,1024,24576,0,0,0,1280,41
834,834,42448,282854,90368,256,27393792,0,256,768,0,9984,9984,0,0,0,0,0,0,0,2
835,835,34443,229717,679168,256,103698176,0,256,1536,0,1792,256,0,0,0,215040,0,0,0,570
836,836,3339,22547,154368,256,51734784,0,2560,7168,0,0,0,0,0,0,0,3328,35117,0,710
837,837,24353,163297,615168,256,103179776,0,256,1280,0,2816,256,0,0,0,253440,12032,38993,0,594
838,838,832,5627,154368,0,28685824,4561,0,6912,256,0,0,256,2560,15872,0,0,0,256,27
839,839,42365,282256,13568,256,25858304,0,256,0,0,2560,2560,0,0,0,0,0,0,0,1
840,840,34165,227917,384768,256,53771776,0,256,1792,0,4096,256,0,0,0,278528,0,0,0,2
841,841,52315,347948,13568,256,25874688,0,1536,0,0,10752,256,0,0,0,322560,7680,34826,0,610
842,842,22813,153126,858368,256,179737600,0,256,6656,0,0,0,0,0,0,0,0,0,0,6
843,843,6387,42561,218368,0,29963776,1457,0,2048,256,0,0,256,256,52736,0,0,0,1024,87
844,844,43508,289494,371968,256,77081600,0,256,1280,0,2304,2304,0,0,0,0,0,0,0,87
845,845,32027,213967,192768,256,29462784,0,256,512,0,5888,256,0,0,0,300288,0,0,0,2
846,846,3395,22951,256768,256,53785088,0,1792,6912,0,0,0,256,0,0,182272,3328,32447,0,401
847,847,24363,163335,627968,256,103425280,0,256,1792,0,768,256,0,0,0,139008,21504,35224,0,601
848,848,2198,14781,512768,0,179737600,0,0,0,0,0,0,0,0,3328,89856,3328,35117,0,163
849,849,16752,112322,218368,256,29975040,0,256,1280,0,2048,2048,0,0,0,227328,28416,23492,0,552
850,850,29787,198968,883968,256,257049600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
851,851,45244,300805,205568,256,179473664,0,5888,7168,0,0,0,0,0,0,0,3328,24048,0,57
852,852,41119,274008,499968,256,102681600,0,256,6912,0,0,0,0,0,0,0,0,0,0,8
853,853,39404,262806,179968,0,29205248,5644,0,768,256,0,0,256,2048,14592,0,0,0,768,25
854,854,9725,64844,525568,256,78873600,0,256,768,0,1280,1280,0,0,0,0,0,0,0,2
855,855,30273,202307,461568,256,77333760,0,256,768,0,8960,256,0,0,0,322560,0,0,0,2
856,856,45440,302120,154368,256,77314304,0,5632,3840,0,0,0,0,0,0,0,3328,40784,0,56
857,857,21155,141988,832768,256,231705600,0,256,6656,0,0,0,0,0,0,0,256,23178,0,5
858,858,2421,16314,115968,256,51972608,0,1792,5376,0,768,0,0,0,0,0,3328,21382,0,242
859,859,42370,282288,13568,256,25866496,0,256,0,0,5632,5632,0,0,0,0,0,0,0,1
860,860,50724,337849,256768,256,51725824,0,256,1280,0,3584,256,0,0,0,272384,0,0,0,2
861,861,2962,19920,141568,256,51476736,0,3840,4352,0,256,256,0,0,0,61696,61696,40741,0,788
862,862,17861,119816,589568,256,410137600,0,256,2304,0,0,0,0,0,0,0,0,0,0,2
863,863,4923,32648,231168,0,30232064,6000,0,1792,256,0,0,256,2048,19456,0,0,0,1792,33
864,864,43573,289880,512768,256,103961600,0,256,2048,0,512,512,0,0,0,0,0,0,0,3
865,865,51989,345539,768768,256,231193600,0,256,6656,0,0,0,0,0,0,0,0,0,0,101
866,866,4361,29072,154368,256,102678528,0,5888,7168,0,0,0,0,0,0,0,3328,22650,0,57
867,867,21181,142157,909568,256,257305600,0,256,6400,0,0,0,0,0,0,0,0,0,0,4
868,868,24140,161821,333568,0,52997376,1452,0,512,256,0,0,256,256,8192,0,0,0,256,15
869,869,9442,62884,192768,256,29455360,0,256,1024,0,4352,4352,0,0,0,0,0,0,0,2
870,870,34289,228740,499968,256,77332224,0,256,1280,0,3072,256,0,0,0,261120,0,0,0,2
871,871,3018,20248,231168,256,53259264,0,3072,4096,0,1536,256,0,0,0,199424,33536,32085,0,505
872,872,20012,134804,909568,256,256281600,0,256,5632,0,0,0,0,0,0,0,256,21809,0,6
873,873,38020,253404,295168,0,52232448,4802,0,1792,256,0,0,256,3328,15872,0,0,0,512,27
874,874,14705,98362,871168,256,179481600,0,256,1792,0,768,768,0,0,0,46336,46336,32085,0,535
875,875,25930,173816,192768,256,29455616,0,256,512,0,3584,256,0,0,0,272384,0,0,0,554
876,876,2742,18353,39168,256,26376704,0,256,6912,0,768,256,0,0,0,133120,45824,42358,0,492
877,877,22683,152271,640768,256,129294848,0,256,6656,0,0,0,0,0,0,0,512,32685,0,182
878,878,32006,213786,179968,0,29195264,4178,0,512,256,0,0,256,1024,9728,0,0,0,512,591
879,879,13425,89762,154368,256,28683520,0,256,1280,0,768,768,0,0,0,46336,46336,24111,0,523
880,880,51832,345056,563968,256,154905600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
881,881,35786,238655,154368,256,51718912,0,3840,7168,0,0,0,256,0,0,40448,3328,26200,0,684
882,882,25122,168180,666368,256,129305600,0,256,6656,0,0,0,0,0,0,0,0,0,0,7
883,883,52171,346910,141568,0,28418304,3243,0,5888,256,0,0,256,3840,18432,0,0,0,768,31
884,884,9374,62449,141568,256,28422400,0,256,1792,0,3072,3072,0,0,0,0,0,0,0,2
885,885,33912,226394,179968,256,29204224,0,256,1536,0,6400,256,0,0,0,307200,0,0,0,592
886,886,52611,349830,307968,256,102658304,0,1536,6656,0,0,0,0,0,0,0,3328,40784,0,66
887,887,17848,119750,512768,256,333337600,0,256,2304,0,0,0,0,0,0,0,256,35681,0,4
888,888,11660,77689,64768,0,26900224,1323,0,1280,256,0,0,256,256,19456,0,0,0,512,33
889,889,11397,76041,615168,256,79385600,0,256,1280,0,3072,3072,0,0,0,0,0,0,0,338
890,890,26097,175020,371968,256,53775616,0,256,1536,0,4608,256,0,0,0,285696,0,0,0,2
891,891,3771,25413,205568,256,52741888,0,3072,6912,0,0,0,256,0,0,121600,3328,31514,0,711
892,892,49708,330975,538368,256,179993600,0,256,6144,0,0,0,0,0,0,0,512,25537,0,6
893,893,32254,215456,384768,0,53780224,11763,0,1024,256,0,0,256,2560,21760,0,0,0,1024,616
894,894,16753,112338,231168,0,30222080,9940,0,768,256,0,0,0,2816,0,0,0,0,768,1
895,895,40083,267280,730368,256,179737600,0,256,6400,0,0,0,256,0,0,0,0,0,0,101
896,896,43824,291489,167168,256,128273664,0,15360,7168,0,0,0,0,0,0,0,3328,24048,0,58
897,897,18813,126411,231168,256,51993600,0,256,0,0,0,0,0,0,0,256,512,24655,0,30
898,898,46088,306550,525568,0,78101248,13792,0,256,256,0,0,256,256,4352,0,0,0,256,9
899,899,12309,82157,691968,256,103705600,0,256,1792,0,1536,1536,0,0,0,0,0,0,0,2
900,900,40092,267305,743168,256,179993600,0,256,6400,0,0,0,0,0,0,0,0,0,0,1
901,901,851,5785,205568,256,51972096,0,1024,5888,0,0,0,0,0,0,0,3328,31865,0,137
902,902,23778,159380,26368,256,26120960,0,256,768,0,6656,256,0,0,0,306176,5888,35114,0,444
903,903,18775,126120,167168,0,28942848,4616,0,1280,256,0,0,256,5632,13056,0,0,0,1024,22
904,904,15004,100374,256768,256,30720768,0,256,1280,0,10240,10240,0,0,0,0,0,0,0,2
905,905,33341,222599,832768,256,130073600,0,256,6144,0,0,0,0,0,0,0,0,0,0,1
906,906,1640,10983,103168,256,51469824,0,3840,7168,0,0,0,0,0,0,0,3328,51695,0,405
907,907,25133,168242,691968,256,153881600,0,256,6656,0,0,0,0,0,0,0,256,38612,0,3
908,908,36613,244129,192768,0,29458176,3313,0,1280,256,0,0,256,256,17408,0,0,0,256,30
909,909,14772,98766,39168,256,26392320,0,256,1024,0,2048,2048,0,0,0,227328,28416,23536,0,575
910,910,30223,201884,397568,256,54281216,0,256,1792,0,2816,256,0,0,0,253440,0,0,0,2
911,911,43826,291494,179968,256,128514304,0,17664,7168,0,0,0,0,0,0,0,3328,40784,0,58
912,912,48929,325893,538368,256,461336576,0,256,1792,0,0,0,0,0,0,0,256,31154,0,3
913,913,34918,232912,295168,0,51986176,3734,0,512,256,0,0,256,7680,4864,0,0,0,256,9
914,914,13796,92453,627968,256,128793600,0,256,2048,0,1024,1024,0,0,0,0,0,0,0,2
915,915,32547,217420,858368,256,130326784,0,256,6400,0,0,0,0,0,0,0,0,0,0,1
916,916,3415,23079,295168,256,77582080,0,3328,4352,0,0,0,0,0,0,0,3328,41507,0,252
917,917,25114,168142,653568,256,129049600,0,256,6144,0,0,0,0,0,0,0,0,0,0,55
918,918,23215,155944,346368,0,52993536,14616,0,256,256,0,0,256,16896,3584,0,0,0,256,8
919,919,13238,88462,871168,256,153881600,0,256,768,0,4352,4352,0,0,0,0,0,0,0,2
920,920,33297,222283,755968,256,128537600,0,256,3584,0,1792,256,0,0,0,200192,0,0,0,527
921,921,44668,297208,179968,256,77331200,0,3328,7168,0,0,0,256,0,0,33024,3328,34709,0,371
922,922,49718,331084,589568,256,205081600,0,256,6912,0,0,0,0,0,0,0,256,33127,0,7
923,923,41388,275838,39168,0,26382848,4794,0,768,256,0,0,0,256,0,0,0,0,512,2
924,924,37961,252979,243968,256,30466304,0,256,1280,0,2816,2816,0,0,0,23040,23040,23318,0,521
925,925,51772,344545,320768,256,77849600,0,256,2304,0,256,256,0,0,0,61696,0,0,0,2
926,926,1463,9740,205568,256,128536576,0,1792,7168,0,0,0,0,0,0,0,3328,26282,0,52
927,927,21708,145849,781568,256,205079808,0,256,6656,0,0,0,0,0,0,0,0,0,0,6
928,928,55213,367283,115968,0,27904512,10020,0,1024,256,0,0,256,2304,11008,0,0,0,256,20
929,929,12959,86527,461568,256,55571456,0,256,256,0,14080,14080,0,0,0,0,0,0,0,118
930,930,50814,338416,371968,256,77337600,0,256,1792,0,768,256,0,0,0,139008,0,0,0,2
931,931,3040,20389,269568,256,77061632,0,768,7168,0,0,0,0,0,0,0,3328,20202,0,271
932,932,49602,330228,231168,256,77593600,0,256,4352,0,0,0,0,0,0,0,512,33302,0,37
933,933,47552,316670,615168,256,128537600,0,256,6400,0,0,0,0,0,0,0,3328,37586,0,170
934,934,13641,91385,359168,256,53270784,0,256,1536,0,5120,5120,0,0,0,0,0,0,0,2
935,935,34740,231638,141568,256,28417280,0,256,1024,0,11008,256,0,0,0,330240,0,0,0,2
936,936,35830,238983,231168,256,53268224,0,5376,7168,0,0,0,256,0,0,104960,3328,31302,0,759
937,937,49666,330633,397568,256,129049600,0,256,6400,0,0,0,0,0,0,0,0,0,0,7
938,938,26540,178031,128768,0,28176128,14813,0,1792,256,0,0,256,14336,5632,0,0,0,1280,367
939,939,12394,82741,845568,256,129817600,0,256,1792,0,768,768,0,0,0,0,0,0,0,2
940,940,31021,207645,666368,256,103434496,0,256,1536,0,2048,256,0,0,0,223488,0,0,0,484
941,941,45241,300779,179968,256,153856256,0,4864,7168,0,0,0,0,0,0,0,3328,46416,0,64
942,942,49720,331090,589568,256,205081600,0,256,6400,0,0,0,0,0,0,0,512,34826,0,2
943,943,23131,155308,256768,0,30725888,5215,0,1280,256,0,0,256,768,16640,0,0,0,256,29
944,944,15684,105146,307968,256,52490496,0,256,256,0,10240,10240,0,0,0,327680,8192,27444,0,588
945,945,34792,232016,179968,256,29205248,0,256,1280,0,3584,256,0,0,0,272384,0,0,0,2
946,946,3414,23062,295168,256,77573632,0,2560,7168,0,0,0,0,0,0,0,3328,20202,0,310
947,947,20399,137289,51968,256,26642176,0,256,768,0,10752,256,0,0,0,322560,5120,30572,0,483
948,948,13129,87704,679168,0,103961600,13149,0,1280,256,0,0,256,256,13568,0,0,0,512,25
949,949,8932,59389,410368,256,54297600,0,256,1792,0,256,256,0,0,0,61696,61696,34995,0,454
950,950,26385,176988,179968,256,29184256,0,256,2816,0,3072,256,0,0,0,236800,0,0,0,411
951,951,45039,299580,128768,256,77064704,0,3584,6656,0,0,0,0,0,0,0,3328,42358,0,96
952,952,41296,275276,819968,256,155161600,0,256,5888,0,0,0,0,0,0,0,0,0,0,6
953,953,8696,57831,179968,0,29185792,13713,0,256,256,0,0,256,256,3328,0,0,0,256,7
954,954,47905,319063,218368,0,29967104,4011,0,1792,256,0,0,256,256,13568,0,0,0,1792,23
955,955,51835,345061,563968,256,154905600,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
956,956,856,5821,231168,256,77328128,0,2048,5888,0,0,0,0,0,0,0,3328,31735,0,65
957,957,20984,140938,384768,256,78361600,0,256,6656,0,0,0,0,0,0,0,512,23178,0,158
958,958,255,1633,217600,0,29977600,0,0,768,0,0,0,0,2816,1792,198656,1792,44014,0,259
959,959,43295,288240,167168,256,28939008,0,256,1280,0,3584,3584,0,0,0,0,0,0,0,2
960,960,29567,197964,461568,256,128281600,0,256,6912,0,0,0,0,0,0,0,0,0,0,1
961,961,3777,25485,218368,256,53009664,0,3584,7168,0,0,0,0,0,0,0,3328,24048,0,232
962,962,19419,130449,717568,256,154393600,0,256,6656,0,0,0,0,0,0,0,512,35665,0,6
963,963,49351,328563,359168,0,53521664,7005,0,2560,256,0,0,256,512,24576,0,0,0,768,174
964,964,14334,95891,359168,256,53264640,0,256,1280,0,4096,4096,0,0,0,17408,0,0,0,2
965,965,51803,344728,423168,256,103961600,0,256,5888,0,0,0,0,0,0,0,0,0,0,1
966,966,52607,349808,282368,256,77069824,0,1536,6656,0,0,0,0,0,0,0,3328,36380,0,212
967,967,23286,156348,397568,256,54021888,0,256,768,0,6144,256,0,0,0,297728,7680,31514,0,592
968,968,41772,278329,474368,256,179481600,0,256,2304,0,0,0,0,0,0,0,3328,32685,0,59
969,969,13730,92000,461568,256,77337600,0,256,1024,0,512,512,0,0,0,0,0,0,0,2
970,970,29517,197607,307968,256,77081600,0,256,2816,0,768,256,0,0,0,138752,0,0,0,2
971,971,1457,9725,192768,256,128269824,0,3840,7168,0,0,0,0,0,0,0,3328,51695,0,74
972,972,21141,141897,794368,256,230937600,0,256,6656,0,0,0,0,0,0,0,256,23536,0,8
973,973,18985,127506,141568,0,28439808,13380,0,512,256,0,0,256,1536,5632,0,0,0,256,11
974,974,12185,81251,525568,256,77332992,0,256,1280,0,3328,3328,0,0,0,0,0,0,0,2
975,975,35180,234699,640768,256,103429632,0,256,3584,0,256,256,0,0,0,61440,0,0,0,2
976,976,52236,347337,243968,256,77060096,0,1024,7168,0,0,0,0,0,0,0,3328,31865,0,89
977,977,41279,275116,781568,256,154393600,0,256,6912,0,0,0,0,0,0,0,0,0,0,11
978,978,38658,257718,26368,0,26115328,6088,0,1280,256,0,0,256,2304,13568,0,0,0,256,24
979,979,46959,312578,781568,256,154624256,0,256,1792,0,256,256,0,0,0,61696,61696,34882,0,556
980,980,33313,222405,794368,256,129305600,0,256,5632,0,256,256,0,0,0,61696,0,0,0,172
981,981,3377,22809,231168,256,53252096,0,4864,2304,0,256,256,0,0,0,61696,61696,14063,0,395
982,982,19922,134181,640768,256,154649600,0,256,4608,0,0,0,0,0,0,0,0,0,0,249
983,983,23740,159103,883968,0,130052096,12597,0,256,256,0,0,256,6400,6656,0,0,0,256,13
984,984,42975,286204,576768,256,102937600,0,256,1280,0,1024,1024,0,0,0,0,0,0,0,2
985,985,31510,210703,51968,256,26646272,0,256,768,0,3072,256,0,0,0,261120,0,0,0,2
986,986,3043,20406,269568,256,77070080,0,2048,7168,0,0,0,0,0,0,0,3328,41507,0,272
987,987,19457,130682,819968,256,180505600,0,256,6400,0,0,0,0,0,0,0,256,41785,0,7
988,988,8165,54111,282368,0,51737600,0,0,768,0,0,0,0,256,2048,271104,2048,28522,0,268
989,989,9979,66568,26368,256,26131456,0,256,0,0,7680,7680,0,0,0,0,0,0,0,161
990,990,51865,345138,589568,256,179473664,0,256,6656,0,0,0,0,0,0,0,0,0,0,1
991,991,43825,291492,167168,256,128280576,0,14336,7168,0,0,0,0,0,0,0,3328,26282,0,54
992,992,23266,156272,384768,256,53771264,0,256,768,0,8704,256,0,0,0,322048,4096,32085,0,569
993,993,11120,74240,359168,0,53271808,11065,0,1024,256,0,0,256,256,6400,0,0,0,1024,12
994,994,14348,95994,371968,256,53522176,0,256,768,0,9216,9216,0,0,0,0,0,0,0,2
995,995,27289,182828,410368,256,77576704,0,256,3328,0,512,256,0,0,0,105216,0,0,0,374
996,996,3038,20376,256768,256,53784320,0,2048,7168,0,0,0,0,0,0,0,3328,25537,0,256
997,997,49639,330470,333568,256,103705600,0,256,6144,0,0,0,0,0,0,0,256,34547,0,6
998,998,20908,140531,243968,0,51481600,2733,0,1792,256,0,0,0,3072,0,0,0,0,2816,36
999,999,13791,92413,615168,256,128537600,0,256,1024,0,2304,2304,0,0,0,26368,26368,32440,0,451
